Kontonr.,Kontonavn,Moms,Type
16502,Tilgodehavender hos associerede virksomheder 2,,A
16503,Tilgodehavender hos associerede virksomheder 3,,A
16504,Tilgodehavender hos associerede virksomheder 4,,A
16505,Tilgodehavender hos associerede virksomheder 5,,A
16531,Tilgodehavender hos associerede virksomheder 6,,A
16532,Tilgodehavender hos associerede virksomheder 7,,A
16533,Tilgodehavender hos associerede virksomheder 8,,A
16534,Tilgodehavender hos associerede virksomheder 9,,A
16535,"Tilgodehavender hos associerede virksomheder, nedskrivning",,A
16549,Tilgodehavende hos associerede virksomheder i alt,,SumFra5
16550,Mellemregningskonto andre virksomheder,,Overskrift5
16551,Mellemregningskonto andre virksomheder,,A
16552,Mellemregningskonto andre virksomheder 2,,A
16553,Mellemregningskonto andre virksomheder 3,,A
16554,Mellemregningskonto andre virksomheder 2,,A
16555,Mellemregningskonto andre virksomheder i alt,,A
16599,Mellemregningskonto andre virksomheder i alt,,SumFra5
16600,Andre tilgodehavender,,Overskrift5
16601,Personaledebitorer,,A
16602,Acontoløn personale,,A
16603,Tilgodehavende renter,,A
16621,Andre tilgodehavender,,A
16622,Andre tilgodehavender 2,,A
16623,Andre tilgodehavender 3,,A
16624,Andre tilgodehavender 4,,A
16625,Andre tilgodehavender 5,,A
16631,"Tilgode, varmeregnskab",,A
16632,"Tilgode, andre forbrugsregnskaber",,A
16633,"Andre tilgodehavender, udlejning 1",,A
16634,"Andre tilgodehavender, udlejning 2",,A
16635,"Andre tilgodehavender, udlejning 3",,A
16680,"Selskabsskat tilgode, lang",,A
16681,Udskudt skatteaktiv,,A
16682,Selskabsskat tilgode,,A
16683,Tilgodehavende moms,,A
16684,Leasingtilgodehavender,,A
16685,Selskabsskat tilgode,,A
16686,Selskabsskat tilgode skattekreditordningen forskning og udvikling,,A
16699,Andre tilgodehavender i alt,,SumFra5
16700,Krav på indbetaling af virksomhedskapital og overkurs,,Overskrift5
16701,Krav på indbetaling af virksomhedskapital og overkurs I,,A
16702,Krav på indbetaling af virksomhedskapital og overkurs 2,,A
16703,Krav på indbetaling af virksomhedskapital og overkurs 3,,A
16704,Krav på indbetaling af virksomhedskapital og overkurs 4,,A
16705,Krav på indbetaling af virksomhedskapital og overkurs 5,,A
16749,Krav på indbetaling af virksomhedskapital og overkurs i alt,,SumFra5
16750,Tilgodehavender hos ejere og ledelse,,Overskrift5
16751,Tilgodehavender hos ejere og ledelse,,A
16752,Tilgodehavender hos ejere og ledelse 2,,A
16753,Tilgodehavender hos ejere og ledelse 3,,A
16754,Tilgodehavender hos ejere og ledelse 4,,A
16755,Tilgodehavender hos ejere og ledelse 5,,A
16800,Tilgodehavender hos ejere og ledelse i alt,,SumFra5
16801,Periodeafgrænsningsposter,,Overskrift5
16802,Periodeafgrænsningsposter Periodeafgrænsningsposter (aktiver),,A
16803,Periodeafgrænsningsposter 2,,A
16804,Periodeafgrænsningsposter 3,,A
16805,Periodeafgrænsningsposter 4,,A
16806,Periodeafgrænsningsposter 5,,A
16899,Periodeafgrænsningsposter i alt,,SumFra5
16999,Tilgodehavender i alt,,SumFra4
17000,Værdipapirer og kapitalandele,,Overskrift4
17001,Kapitalandele i tilknyttede virksomheder,,A
17002,Kapitalandele i associerede virksomheder,,A
17003,Kapitalandele i joint ventures,,A
17011,Aktier,,A
17012,Investeringsforeningsbeviser,,A
17013,Obligationer,,A
17014,Pantebreve,,A
17015,Gældsbreve,,A
17016,Andre værdipapirer,,A
17999,Værdipapirer og kapitalandele i alt,,SumFra4
18000,Likvide beholdninger,,Overskrift4
18001,Kasse,,A
18002,Kasse 2,,A
18003,Kasse 3,,A
18004,Kasse 4,,A
18005,Kasse 5,,A
18006,Valutabeholdning,,A
18010,Bank,,A
18011,Bank 2,,A
18012,Bank 3,,A
18013,Bank 4,,A
18014,Bank 5,,A
18015,Bank 6,,A
18016,Bank 7,,A
18017,Bank 8,,A
18018,Bank 9,,A
18019,Bank 10,,A
18020,Bank værdipapirdepot 1,,A
18021,Bank værdipapirdepot 2,,A
18022,Bank 13,,A
18023,Bank 14,,A
18024,Indestående Grundejernes Investeringsfond,,A
18999,Likvide beholdninger i alt,,SumFra4
19998,Omsætningsaktiver i alt,,SumFra3
19999,Aktiver i alt,,SumFra2
20000,Passiver,,Overskrift2
20001,Egenkapital,,Overskrift3
21000,Selskabskapital,,Overskrift4
21001,"Selskabskapital, primo",,P
21002,"Selsabskapåital, fondsemission",,P
21003,"Selskabskapital, nedskrivning til dækning af tab",,P
21004,"Selskabskapital, kapitalforhøjelse",,P
21005,"Selskabskapital, kapitalnedsættelse",,P
21099,Selskabskapital i alt,,SumFra4
21100,Overkurs ved emission,,Overskrift4
21101,Overkurs ved emission  året,,P
21102,Årets overkurs ved emission,,P
21103,Overført til dækning af underskud,,P
21199,Overkurs ved emission i alt,,SumFra4
21200,Reserve for opskrivninger,,Overskrift4
21201,"Reserve for opskrivninger, primo",,P
21202,"Reserve for opskrivninger, året",,P
21203,"Reserve for opskrivninger, skat af årets opskrivning",,P
21204,"Reserve for opskrivninger, opløsning af tidligere års opskrivning",,P
21205,"Reserve for opskrivninger, overført til selskabskapital (fondsemission)",,P
21249,Reserve for opskrivninger i alt,,SumFra4
21250,Reserve for nettoopskrivning efter den indre værdis metode,,Overskrift4
21251,"Reserve for nettoopskrivning efter den indre værdis metode, primo",,P
21252,"Reserve for nettoopskrivning efter den indre værdis metode, årets nettoopskrivning",,P
21253,"Reserve for nettoopskrivning efter den indre værdis metode, overført til andre poster",,P
21299,Reserve for nettoopskrivning efter den indre værdis metode i alt,,SumFra4
21300,Reserve for udlån og sikkerhedsstillelse,,Overskrift4
21301,"Reserve for udlån og sikkerhedsstillelse, primo",,P
21302,"Reserve for udlån og sikkerhedsstillelse, årets nettoopskrivning",,P
21303,"Reserve for udlån og sikkerhedsstillelse, overført til andre poster",,P
21399,Reserve for udlån og sikkerhedsstillelse i alt,,SumFra4
21400,Reserve for ikke indbetalt virksomhedskapital og overkurs,,Overskrift4
21401,"Reserve for ikke indbetalt virksomhedskapital og overkurs, primo",,P
21402,"Reserve for ikke indbetalt virksomhedskapital og overkurs, årets nettoopskrivning",,P
21403,"Reserve for ikke indbetalt virksomhedskapital og overkurs, overført til andre poster",,P
21404,"Reserve for ikke indbetalt virksomhedskapital og overkurs, overført udbytte til ejerne",,P
21499,Reserve for ikke indbetalt virksomhedskapital og overkurs i alt,,SumFra4
21500,Reserve for iværksætterselskaber,,Overskrift4
21501,"Reserve for iværksætterselskaber, primo",,P
21502,"Reserve for iværksætterselskaber, årets bevægelse",,P
21503,"Reserve for iværksætterselskaber, overført til andre poster",,P
21599,Reserve for iværksætterselskaber i alt,,SumFra4
21600,Reserve for udviklingsomkostninger,,Overskrift4
21601,"Reserve for udviklingsomkostninger, primo",,P
21602,"Reserve for udviklingsomkostninger, årets bevægelse",,P
21603,"Reserve for udviklingsomkostninger, overført til andre poster",,P
21699,Reserve for udviklingsomkostninger i alt,,SumFra4
21700,Øvrige lovpligtige reserver,,Overskrift4
21701,"Øvrige lovpligtige reserver, primo",,P
21702,"Øvrige lovpligtige reserver, årets bevægelse",,P
21703,"Øvrige lovpligtige reserver, overført til andre poster",,P
21799,Øvrige lovpligtige reserver i alt,,SumFra4
21800,Vedtægtsmæssige reserver,,Overskrift4
21801,"Vedtægtsmæssige reserver, primo",,P
21802,"Vedtægtsmæssige reserver, årets bevægelse",,P
21803,"Vedtægtsmæssige reserver, overført til andre poster",,P
21899,Vedtægtsmæssige reserver i alt,,SumFra4
21900,Øvrige reserver,,Overskrift4
21901,"Øvrige reserver, primo",,P
21902,"Øvrige reserver, årets bevægelse",,P
21903,"Øvrige reserver, overført til andre poster",,P
21999,Øvrige reserver i alt,,SumFra4
22000,Foreslået udbytte,,Overskrift4
22001,Foreslået udbytte primo,,P
22002,Foreslået udbytte,,P
22003,Udloddet udbytte ,,P
22004,Ekstraordinært udbytte,,P
22005,Udbytte af egne kapitalandele,,P
22006,Overført til andre poster,,P
22099,Foreslået udbytte i alt,,SumFra4
22100,Hensatte uddelinger,,Overskrift4
22101,Uddelinger primo,,P
22102,Foreslåede uddelinger,,P
22103,Udbetalte uddelinger,,P
22149,Hensatte uddelinger i alt,,SumFra4
22150,Sikringsfond,,Overskrift4
22151,Sikringsfond primo,,P
22152,Årets bevægelse på sikringsfond,,P
22153,Overført til andre poster,,P
22199,Sikringsfond i alt,,SumFra4
22200,Reservefond,,Overskrift4
22201,Reservefond primo,,P
22202,Årets bevægelse på reservefond,,P
22203,Overført til andre poster,,P
22249,Reservefond i alt,,SumFra4
22250,Disponible reserver,,Overskrift4
22251,Disponible reserver primo,,P
22252,Årets bevægelse på disponible reserver,,P
22253,Overført til andre poster,,P
22299,Disponible reserver i alt,,SumFra4
22300,Bunden kapital,,Overskrift4
22301,Bunden kapital primo,,P
22302,Årets bevægelse på bunden kapital,,P
22303,Overført til andre poster,,P
22349,Bunden kapital i alt,,SumFra4
22350,Likvidationskonto,,Overskrift4
22351,Likvidationskonto primo,,P
22352,Årets bevægelse på likvidationskonto,,P
22353,Overført til andre poster,,P
22399,Likvidationskonto i alt,,SumFra4
22800,Overført resultat,,Overskrift4
22801,"Overført resultat, primo",,P
22802,Ændring af anvendt regnskabspraksis,,P
22803,"Overført resultat, året",,P
22804,Erhvervelse af egne kapitalandele,,P
22805,Afhændelse af egne kapitalandele,,P
22806,Skat ved afhændelse af egne kapitalandele,,P
22807,Udbytte af egne kapitalandele,,P
22808,Koncerntilskud fra modervirksomhed,,P
22809,Ændring i dagsværdi sikringsinstrumenter,,P
22810,Overførsel fra andre reserver,,P
22811,Omkostninger ved stiftelse og kapitalforhøjelse,,P
22812,Væsentlige fejl,,P
22813,Ændring i anvendt regnskabspraksis,,P
22814,"Overført overskud, overført fra væsentlige fejl",,P
22815,Overført til selskabskapital,,P
22816,Overført fra selskabskapital,,P
22899,Overført resultat i alt,,SumFra4
22900,Minoritetsinteresser,,Overskrift4
22901,"Minoritetsinteresser, primo",,P
22902,Minoritetsinteressers andel af årets resultat,,P
22903,Udloddet udbytte til minoritetsinteresser i datterselskaber,,P
22998,Minoritetsinteresser i alt,,SumFra4
22999,Egenkapital i alt,,SumFra3
23000,Indestående i virksomhed,,Overskrift4
23100,Indestående i virksomhed,,Overskrift5
23101,Indestående i virksomhed før hævninger,,Overskrift6
23102,Indestående primo Kapitalkonto,,P
23103,Årets resultat Kapitalkonto,,P
23104,Op- og nedskrivninger Kapitalkonto,,P
23105,Kapitalreguleringer Kapitalkonto,,P
23106,Indskud Kapitalkonto,,P
23107,Ikke-fradragsberettigede omkostninger Kapitalkonto,,P
23149,Indestående i virksomhed før hævninger i alt,,SumFra6
23150,Hævninger,,Overskrift6
23151,Hævet kontant Kapitalkonto,,P
23152,B-skat Kapitalkonto,,P
23153,AM-bidrag Kapitalkonto,,P
23154,Udbytteskat Kapitalkonto,,P
23155,Skatter tidligere år Kapitalkonto,,P
23156,Mellemregningskonto (gæld),,P
23157,Pensioner Kapitalkonto,,P
23158,Faglige kontingenter Kapitalkonto,,P
23159,Omkostninger private boliger Kapitalkonto,,P
23160,Værdi af fri telefon Kapitalkonto,,P
23161,Private andele Kapitalkonto,,P
23162,Forbrug af egne varer Kapitalkonto,,P
23163,"Personbil driftsudgifter, papegøjepladebil Kapitalkonto",I25,P
23164,Værdi af fri bil Kapitalkonto,,P
23165,Refusion af befordringsgodtgørelse Kapitalkonto,,P
23198,Hævninger i alt,,SumFra6
23199,Indestående i virksomhed i alt,,SumFra5
23200,Indestående i virksomhed 2,,Overskrift5
23201,Indestående i virksomhed 2 før hævninger,,Overskrift6
23202,Indestående primo Kapitalkonto 2,,P
23203,Årets resultat Kapitalkonto 2,,P
23204,Op- og nedskrivninger Kapitalkonto 2,,P
23205,Kapitalreguleringer Kapitalkonto 2,,P
23206,Indskud Kapitalkonto 2,,P
23207,Ikke-fradragsberettigede omkostninger Kapitalkonto 2,,P
23249,Indestående i virksomhed 2 før hævninger i alt,,SumFra6
23250,Hævninger,,Overskrift6
23251,Hævet kontant Kapitalkonto 2,,P
23252,B-skat Kapitalkonto 2,,P
23253,AM-bidrag Kapitalkonto 2,,P
23254,Udbytteskat Kapitalkonto 2,,P
23255,Skatter tidligere år Kapitalkonto 2,,P
23256,Mellemregningskonto Kapitalkonto 2,,P
23257,Pensioner Kapitalkonto 2,,P
23258,Faglige kontingenter Kapitalkonto 2,,P
23259,Omkostninger private boliger Kapitalkonto 2,,P
23260,Værdi af fri telefon Kapitalkonto 2,,P
23261,Private andele Kapitalkonto 2,,P
23262,Forbrug af egne varer Kapitalkonto 2,,P
23263,Personbil driftsudgifter Kapitalkonto 2,,P
23264,Værdi af fri bil Kapitalkonto 2,,P
23265,Refusion af befordringsgodtgørelse Kapitalkonto 2,,P
23298,Hævninger i alt,,SumFra6
23299,Indestående i virksomhed 2 i alt,,SumFra5
23300,Indestående i virksomhed 3,,Overskrift5
23301,Indestående i virksomhed 3 før hævninger,,Overskrift6
23302,Indestående primo,,P
23303,Årets resultat,,P
23304,Op- og nedskrivninger,,P
23305,Kapitalreguleringer,,P
23306,Indskud,,P
23307,Ikke-fradragsberettigede omkostninger  Kapitalkonto 2,,P
23349,Indestående i virksomhed 3 før hævninger i alt,,SumFra6
23350,Hævninger,,Overskrift6
23351,Hævet kontant,,P
23352,B-skat,,P
23353,AM-bidrag,,P
23354,Udbytteskat,,P
23355,Skatter tidligere år,,P
23356,Mellemregningskonto,,P
23357,Pensioner,,P
23358,Faglige kontingenter,,P
23359,Omkostninger private boliger,,P
23360,Værdi af fri telefon,,P
23361,Private andele,,P
23362,Forbrug af egne varer,,P
23363,Personbil driftsudgifter,,P
23364,Værdi af fri bil,,P
23365,Refusion af befordringsgodtgørelse,,P
23398,Hævninger i alt,,SumFra6
23399,Indestående i virksomhed 3 i alt,,SumFra5
23400,Indestående i virksomhed 4,,Overskrift5
23401,Indestående i virksomhed 4 før hævninger,,Overskrift6
23402,Indestående primo,,P
23403,Årets resultat,,P
23404,Op- og nedskrivninger,,P
23405,Kapitalreguleringer,,P
23406,Indskud,,P
23407,Ikke-fradragsberettigede omkostninger,,P
23449,Indestående i virksomhed 4 før hævninger i alt,,SumFra6
23450,Hævninger,,Overskrift6
23451,Hævet kontant,,P
23452,B-skat,,P
23453,AM-bidrag,,P
23454,Udbytteskat,,P
23455,Skatter tidligere år,,P
23456,Mellemregningskonto,,P
23457,Pensioner,,P
23458,Faglige kontingenter,,P
23459,Omkostninger private boliger,,P
23460,Værdi af fri telefon,,P
23461,Private andele,,P
23462,Forbrug af egne varer,,P
23463,Personbil driftsudgifter,,P
23464,Værdi af fri bil,,P
23465,Refusion af befordringsgodtgørelse,,P
23498,Hævninger i alt,,SumFra6
23499,Indestående i virksomhed 4 i alt,,SumFra5
23500,Indestående i virksomhed 5,,Overskrift5
23501,Indestående i virksomhed 5 før hævninger,,Overskrift6
23502,Indestående primo,,P
23503,Årets resultat,,P
23504,Op- og nedskrivninger,,P
23505,Kapitalreguleringer,,P
23506,Indskud,,P
23507,Ikke-fradragsberettigede omkostninger,,P
23549,Indestående i virksomhed 5 før hævninger i alt,,SumFra6
23550,Hævninger,,Overskrift6
23551,Hævet kontant,,P
23552,B-skat,,P
23553,AM-bidrag,,P
23554,Udbytteskat,,P
23555,Skatter tidligere år,,P
23556,Mellemregningskonto,,P
23557,Pensioner,,P
23558,Faglige kontingenter,,P
23559,Omkostninger private boliger,,P
23560,Værdi af fri telefon,,P
23561,Private andele,,P
23562,Forbrug af egne varer,,P
23563,Personbil driftsudgifter,,P
23564,Værdi af fri bil,,P
23565,Refusion af befordringsgodtgørelse,,P
23598,Hævninger i alt,,SumFra6
23599,Indestående i virksomhed 5 i alt,,SumFra5
23998,Indestående i virksomhed i alt,,SumFra4
23999,Egenkapital i alt,,SumFra3
30000,Hensatte forpligtelser,,Overskrift3
30001,Hensættelser til pensioner og lignende forpligtelser,,H
30002,Hensættelse til udskudt skat,,H
30003,Hensættelse til omstrukturering,,H
30004,Hensættelse vedr. tabsgivende kontrakter,,H
30005,Hensættelse til retablering af lejede lokaler,,H
30006,Hensættelser vedrørende kapitalandele i tilknyttede virksomheder,,H
30007,Hensættelser vedrørende kapitalandele i associerede virksomheder,,H
30008,Andre hensatte forpligtelser,,H
30009,Andre hensatte forpligtelser 2,,H
30010,Andre hensatte forpligtelser 3,,H
30011,Andre hensatte forpligtelser 4,,H
30012,Andre hensatte forpligtelser 5,,H
30998,Hensatte forpligtelser i alt,,SumFra3
30999,Gældsforpligtelser,,Overskrift3
31000,Langfristede gældsforpligtelser,,Overskrift4
31100,"Gæld, der er optaget ved udstedelse af obligationer",,Overskrift5
31101,"Gæld, der er optaget ved udstedelse af obligationer",,P
31102,"Gæld, der er optaget ved udstedelse af obligationer 2",,P
31103,"Gæld, der er optaget ved udstedelse af obligationer 3",,P
31104,"Gæld, der er optaget ved udstedelse af obligationer 4",,P
31105,"Gæld, der er optaget ved udstedelse af obligationer 5",,P
31199,"Gæld, der er optaget ved udstedelse af obligationer i alt",,SumFra5
31200,Ansvarlig lånekapital,,Overskrift5
31201,Ansvarlig lånekapital Ansvarlig lånekapital (langfristet gæld),,P
31202,Ansvarlig lånekapital 2,,P
31203,Ansvarlig lånekapital 3,,P
31204,Ansvarlig lånekapital 4,,P
31205,Ansvarlig lånekapital 5,,P
31299,Ansvarlig lånekapital i alt,,SumFra5
31300,Konvertible gældsbreve,,Overskrift5
31301,Konvertible gældsbreve,,P
31302,Konvertible gældsbreve 2,,P
31303,Konvertible gældsbreve 3,,P
31304,Konvertible gældsbreve 4,,P
31305,Konvertible gældsbreve 5,,P
31399,Konvertible gældsbreve i alt,,SumFra5
31400,Udbyttegivende gældsbreve,,Overskrift5
31401,Udbyttegivende gældsbreve,,P
31402,Udbyttegivende gældsbreve 2,,P
31403,Udbyttegivende gældsbreve 3,,P
31404,Udbyttegivende gældsbreve 4,,P
31405,Udbyttegivende gældsbreve 5,,P
31499,Udbyttegivende gældsbreve i alt,,SumFra5
31500,"Bankgæld, lang",,Overskrift5
31501,"Bankgæld, lang",,P
31502,"Bankgæld, lang 2",,P
31503,"Bankgæld, lang 3",,P
31504,"Bankgæld, lang 4",,P
31505,"Bankgæld, lang 5",,P
31599,"Bankgæld, lang i alt",,SumFra5
31600,Gæld til realkreditinstitutter,,Overskrift5
31601,Gæld til realkreditinstitutter,,P
31602,Gæld til realkreditinstitutter 2,,P
31603,Gæld til realkreditinstitutter 3,,P
31604,Gæld til realkreditinstitutter 4,,P
31605,Gæld til realkreditinstitutter 5,,P
31606,Gæld til realkreditinstitutter 6,,P
31607,Gæld til realkreditinstitutter 7,,P
31608,Gæld til realkreditinstitutter 8,,P
31609,Gæld til realkreditinstitutter 9,,P
31610,Gæld til realkreditinstitutter 10,,P
31697,Kortfristet del af gæld til realkreditinstitutter,,P
31698,Kortfristet del af gæld til realkreditinstitutter,,P
31699,Gæld til realkreditinstitutter i alt,,SumFra5
31700,Kontraktgæld,,Overskrift5
31701,Kontraktgæld,,P
31702,Kontraktgæld 2,,P
31703,Kontraktgæld 3,,P
31704,Kontraktgæld 4,,P
31705,Kontraktgæld 5,,P
31706,Kontraktgæld 6,,P
31707,Kontraktgæld 7,,P
31708,Kontraktgæld 8,,P
31709,Kontraktgæld 9,,P
31710,Kontraktgæld 10,,P
31799,Kontraktgæld i alt,,SumFra5
31800,Finansiel leasinggæld,,Overskrift5
31801,Finansiel leasinggæld,,P
31802,Finansiel leasinggæld 2,,P
31803,Finansiel leasinggæld 3,,P
31804,Finansiel leasinggæld 4,,P
31805,Finansiel leasinggæld 5,,P
31806,Finansiel leasinggæld 6,,P
31807,Finansiel leasinggæld 7,,P
31808,Finansiel leasinggæld 8,,P
31809,Finansiel leasinggæld 9,,P
31810,Finansiel leasinggæld 10,,P
31899,Finansiel leasinggæld i alt,,SumFra5
31900,"Modtagne forudbetalinger fra kunder, lang",,Overskrift5
31901,"Modtagne forudbetalinger fra kunder, lang",,P
31902,"Modtagne forudbetalinger fra kunder, lang 2",,P
31903,"Modtagne forudbetalinger fra kunder, lang 3",,P
31904,"Modtagne forudbetalinger fra kunder, lang 4",,P
31905,"Modtagne forudbetalinger fra kunder, lang 5",,P
31999,"Modtagne forudbetalinger fra kunder, lang i alt",,SumFra5
32000,"Leverandører af varer og tjenesteydelser, lang",,Overskrift5
32001,"Leverandører af varer og tjenesteydelser, lang",,P
32002,"Leverandører af varer og tjenesteydelser, lang 2",,P
32003,"Leverandører af varer og tjenesteydelser, lang 3",,P
32004,"Leverandører af varer og tjenesteydelser, lang 4",,P
32005,"Leverandører af varer og tjenesteydelser, lang 5",,P
32099,"Leverandører af varer og tjenesteydelser, lang i alt",,SumFra5
32100,Skyldige deposita,,Overskrift5
32101,Skyldige deposita,,P
32102,Skyldige deposita 2,,P
32103,Skyldige deposita 3,,P
32104,Skyldige deposita 4,,P
32105,Skyldige deposita 5,,P
32106,Skyldige deposita 6,U25,P
32107,Skyldige deposita 7,U25,P
32108,Skyldige deposita 8,U25,P
32109,Skyldige deposita 9,U25,P
32110,Skyldige deposita 10,U25,P
32199,Skyldige deposita i alt,,SumFra5
32200,"Gæld til tilknyttede virksomheder, lang",,Overskrift5
32201,"Gæld til tilknyttede virksomheder, lang",,P
32202,"Gæld til tilknyttede virksomheder, lang 2",,P
32203,"Gæld til tilknyttede virksomheder, lang 3",,P
32204,"Gæld til tilknyttede virksomheder, lang 4",,P
32205,"Gæld til tilknyttede virksomheder, lang 5",,P
32299,"Gæld til tilknyttede virksomheder, lang i alt",,SumFra5
32300,"Gæld til associerede virksomheder, lang",,Overskrift5
32301,"Gæld til associerede virksomheder, lang",,P
32302,"Gæld til associerede virksomheder, lang 2",,P
32303,"Gæld til associerede virksomheder, lang 3",,P
32304,"Gæld til associerede virksomheder, lang 4",,P
32305,"Gæld til associerede virksomheder, lang 5",,P
32499,"Gæld til associerede virksomheder, lang i alt",,SumFra5
32500,"Selskabsskat, lang",,Overskrift5
32501,"Selskabsskat, langfristet",,P
32502,"Sambeskatningsbidrag, lang gæld",,P
32599,"Selskabsskat, lang i alt",,SumFra5
32600,Koncernbadwill,,Overskrift5
32601,Koncernbadwill,,P
32602,Koncernbadwill 2,,P
32603,Koncernbadwill 3,,P
32604,Koncernbadwill 4,,P
32605,Koncernbadwill 5,,P
32699,Koncernbadwill i alt,,SumFra5
32700,Gæld til ejere og ledelse,,Overskrift5
32701,Gæld til ejere og ledelse Gæld til virksomhedsdeltagere og ledelse (langfristet gæld),,P
32702,Gæld til ejere og ledelse 2,,P
32703,Gæld til ejere og ledelse 3,,P
32704,Gæld til ejere og ledelse 4,,P
32705,Gæld til ejere og ledelse 5,,P
32799,Gæld til ejere og ledelse i alt,,SumFra5
32800,Anden gæld,,Overskrift5
32801,"Anden gæld Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring (langfristet gæld)",,P
32802,Anden gæld 2,,P
32803,Anden gæld 3,,P
32804,Anden gæld 4,,P
32805,Anden gæld 5,,P
32806,Anden gæld 6,,P
32807,Anden gæld 7,,P
32808,Anden gæld 8,,P
32809,Gældsbreve,,P
32810,Skyldige renter,,P
32859,Anden gæld i alt,,SumFra5
32860,Modtagne forudbetalinger vedr. igangværende arbejder,,Overskrift5
32861,Modtagne forudbetalinger vedr. igangværende arbejder,,P
32862,Modtagne forudbetalinger vedr. igangværende arbejder 2,,P
32863,Modtagne forudbetalinger vedr. igangværende arbejder 3,,P
32864,Modtagne forudbetalinger vedr. igangværende arbejder 4,,P
32865,Modtagne forudbetalinger vedr. igangværende arbejder 5,,P
32879,Modtagne forudbetalinger vedr. igangværende arbejder i alt,,SumFra5
32880,Igangværende arbejder for fremmed regning,,Overskrift5
32881,Igangværende arbejder for fremmed regning Igangværende arbejder for fremmed regning (langfristet gæld),,P
32882,Igangværende arbejder for fremmed regning 2,,P
32883,Igangværende arbejder for fremmed regning 3,,P
32884,Igangværende arbejder for fremmed regning 4,,P
32885,Igangværende arbejder for fremmed regning 5,,P
32899,Igangværende arbejder for fremmed regning i alt,,SumFra5
32900,Gæld til joint ventures,,Overskrift5
32901,Gæld til joint ventures Gæld til joint ventures (langfristet gæld),,P
32902,Gæld til joint ventures 2,,P
32903,Gæld til joint ventures 3,,P
32904,Gæld til joint ventures 4,,P
32905,Gæld til joint ventures 5,,P
33999,Gæld til joint ventures i alt,,SumFra5
34000,"Periodeafgrænsningsposter, lang",,Overskrift5
34001,"Periodeafgrænsningsposter, lang",,P
34002,"Periodeafgrænsningsposter, lang 2",,P
34003,"Periodeafgrænsningsposter, lang 3",,P
34004,"Periodeafgrænsningsposter, lang 4",,P
34005,"Periodeafgrænsningsposter, lang 5",,P
34099,"Periodeafgrænsningsposter, lang i alt",,SumFra5
34999,Langfristede gældsforpligtelser i alt,,SumFra4
35000,Kortfristede gældsforpligtelser,,Overskrift4
35001,Kortfristet del af langfristet gæld,,P
35010,Gæld til kreditinstitutter,,Overskrift5
35011,Gæld til kreditinstitutter,,P
35012,Gæld til kreditinstitutter 2,,P
35013,Gæld til kreditinstitutter 3,,P
35014,Gæld til kreditinstitutter 4,,P
35015,Gæld til kreditinstitutter 5,,P
35029,Gæld til kreditinstitutter i alt,,SumFra5
35030,"Gæld, der er optaget ved udstedelse af obligationer",,Overskrift5
35031,"Gæld, der er optaget ved udstedelse af obligationer",,P
35032,"Gæld, der er optaget ved udstedelse af obligationer 2",,P
35033,"Gæld, der er optaget ved udstedelse af obligationer 3",,P
35034,"Gæld, der er optaget ved udstedelse af obligationer 4",,P
35035,"Gæld, der er optaget ved udstedelse af obligationer 5",,P
35039,"Gæld, der er optaget ved udstedelse af obligationer i alt",,SumFra5
35050,Gæld til kreditinstitutter i øvrigt,,Overskrift5
35051,Gæld til kreditinstitutter i øvrigt,,P
35052,Gæld til kreditinstitutter i øvrigt 2,,P
35053,Gæld til kreditinstitutter i øvrigt 3,,P
35054,Gæld til kreditinstitutter i øvrigt 4,,P
35055,Gæld til kreditinstitutter i øvrigt 5,,P
35059,Gæld til kreditinstitutter i øvrigt i alt,,SumFra5
35070,Konvertible og udbyttegivende gældsbreve,,Overskrift5
35071,Konvertible og udbyttegivende gældsbreve,,P
35072,Konvertible og udbyttegivende gældsbreve 2,,P
35073,Konvertible og udbyttegivende gældsbreve 3,,P
35074,Konvertible og udbyttegivende gældsbreve 4,,P
35075,Konvertible og udbyttegivende gældsbreve 5,,P
35079,Konvertible og udbyttegivende gældsbreve i alt,,SumFra5
35080,Igangværende arbejder for fremmed regning,,Overskrift5
35081,Igangværende arbejder for fremmed regning Igangværende arbejder for fremmed regning (kortfristet gæld),,P
35082,Igangværende arbejder for fremmed regning 2,,P
35083,Igangværende arbejder for fremmed regning 3,,P
35084,Igangværende arbejder for fremmed regning 4,,P
35085,Igangværende arbejder for fremmed regning 5,,P
35089,Igangværende arbejder for fremmed regning i alt,,SumFra5
35100,Kassekredit,,Overskrift5
35101,Kassekredit,,P
35102,Kassekredit 2,,P
35103,Kassekredit 3,,P
35104,Kassekredit 4,,P
35105,Kassekredit 5,,P
35199,Kassekredit i alt,,SumFra5
35200,Modtagne forudbetalinger fra kunder,,Overskrift5
35201,Modtagne forudbetalinger fra kunder,,P
35202,Modtagne forudbetalinger fra kunder 2,,P
35203,Modtagne forudbetalinger fra kunder 3,,P
35204,Modtagne forudbetalinger fra kunder 4,,P
35205,Modtagne forudbetalinger fra kunder 5,,P
35299,Modtagne forudbetalinger fra kunder i alt,,SumFra5
35300,Leverandører af varer og tjenesteydelser,,Overskrift5
35301,Leverandører af varer og tjenesteydelser,,P
35302,Leverandører af varer og tjenesteydelser,,P
35303,Leverandører af varer og tjenesteydelser 2,,P
